Titlu,Pret_EUR,Pret_Raw,Link,Descriere_Completa,Descriere_Preview
"Apartament 3 camere, Decomandat – Centru – Piata Unirii",210000.0,210 000 €,https://www.storia.ro/ro/oferta/apartament-3-camere-decomandat-centru-piata-unirii-IDGsVJ,"Vă propunem spre vânzare un apartament cu 3 camere, decomandat, situat la parterul unui imobil amplasat în spatele restaurantului Mardin (strada Vasile Alecsandri). 
Proprietatea beneficiază de o poziționare excelentă, în imediata apropiere a Pieței Unirii, a Stării Civile și a altor puncte de interes din centrul orașului.
Apartamentul are o suprafață utilă de 63 m.p., fiind compartimentat eficient pentru a oferi confort și funcționalitate. Dispune de 2 băi și se pretează atât pentru locuire, cât și pentru activități profesionale.
Datorită poziționării la parter și a compartimentării, proprietatea este ideală pentru: cabinet medical, birou de avocatură sau sau alte utilizări.
În plus, apartamentul beneficiază de o boxă de 5 m.p., perfectă pentru depozitare suplimentară.
Preț: 210.000 euro (negociabil).
Pentru mai multe detalii, contactați-ne!","Adăugat astăzi | ... | ... | ... | ... | 1 | / | 7 | 210 000 € | 3333 €/m² | Apartament 3 camere, Decomandat – Centru – Piata Unirii | Centru, Iasi, Iasi | Numărul de camere | 3 camere | Prețul pe metru pătrat | 63 m² | Etaj | parter | Vezi descrierea anunțului | Vă propunem spre vânzare un apartament cu 3 camere, decomandat, situat la parterul unui imobil amplasat în spatele restaurantului Mardin (strada Vasile Alecsandri). Proprietatea beneficiază de o poziț... | SOLUȚII IMOBILIARE ROMÂNIA | Agenție imobiliară"
Himson–Tararasi! Pachet de 4 ap! Vino si alege-l pe cel bun!,118500.0,118 500 €,https://www.storia.ro/ro/oferta/himsontararasi-pachet-de-4-ap-vino-si-alege-l-pe-cel-bun-IDGsVb,"Vă propunem spre vânzare apartamente cu 2 camere, model open space, cu o suprafețe între 48-50 mp, situate pe la etaje intermediare, dintr-un bloc cu 9 niveluri, construit în anul 2022. Imobilul dispune de lift modern și este realizat pe o structură de rezistență din cadre de beton armat, cu pereți interiori și exteriori din BCA cu termoizolație din vata bazaltica de 20 cm.
Apartamentele sunt complet mobilate și utilate, fiind pregătite pentru mutare. In acest moment apartamentele sunt închiriate cu 500 euro/luna.
Preț negociabil la achiziționarea întregului pachet!
Separat se poate achiziționa și loc de parcare subteran la prețul de 10.000 euro , care oferă siguranță și comoditate. Proprietatea se află în zona Tătărași, o zonă liniștită și bine conectată la mijloace de transport, magazine și alte puncte de interes.
Pentru mai multe detalii contactați consilierul imobiliar Cozma Tudor!","Adăugat astăzi | ... | ... | ... | ... | ... | 1 | / | 8 | 118 500 € | 2370 €/m² | Himson–Tararasi! Pachet de 4 ap! Vino si alege-l pe cel bun! | Tatarasi Nord, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 50 m² | Etaj | etajul 5 | Vezi descrierea anunțului | Vă propunem spre vânzare apartamente cu 2 camere, model open space, cu o suprafețe între 48-50 mp, situate pe la etaje intermediare, dintr-un bloc cu 9 niveluri, construit în anul 2022. Imobilul dispu... | Viva Imobiliare | Agenție imobiliară"
"Alexandru - Olimp, garsoniera 23mp, libera",41000.0,41 000 €,https://www.storia.ro/ro/oferta/alexandru-olimp-garsoniera-23mp-libera-IDGsV8,"Alexandru Olimp , garsoniera 23mp, libera
Va propunem spre vanzare o garsoniera cu suprafata de 23mp, situata in Alexandru Cel Bun in spate la Olimp, la etajul 4 intr-un bloc construit in anul 1975!
Garsoniera necesita renovare completa!
Imobilul este situat intr-o zona linistita si cu acces facil la mijloacele de transport in comun, in vecinatatea centrelor comerciale, farmaciilor, scolilor si al oricarui punct de interes.
Pret: 41.000 Euro
Pentru mai multe detalii va rog sunati la nr. de tel. : 0770661304","Adăugat astăzi | ... | ... | 1 | / | 5 | 41 000 € | 1783 €/m² | Alexandru - Olimp, garsoniera 23mp, libera | Alexandru Cel Bun, Iasi, Iasi | Numărul de camere | 1 cameră | Prețul pe metru pătrat | 23 m² | Etaj | etajul 4 | Vezi descrierea anunțului | Alexandru Olimp , garsoniera 23mp, liberaVa propunem spre vanzare o garsoniera cu suprafata de 23mp, situata in Alexandru Cel Bun in spate la Olimp, la etajul 4 intr-un bloc construit in anul 1975!Gar... | Top Imobil | Agenție imobiliară"
"Apartament 3 camere decomandat , Iasi – Frumoasa Str Neptun .",110000.0,110 000 €,https://www.storia.ro/ro/oferta/apartament-3-camere-decomandat-iasi-frumoasa-str-neptun-IDGsUS,"Va propunem spre vanzare un apartament spatios si luminos cu 3 camere decomandat , situat intr-o zona apreciata a municipiului Iasi – cartierul Frumoasa.
Apartamentul este amplasata la etajul 3 /4 al unui blocconstruit in anul 1984,se vinde Mobilat si Utilat . 
 Mobilat sau nemobilat, la alegere
Centrala termica","Adăugat astăzi | ... | 1 | / | 2 | 110 000 € | 1642 €/m² | Apartament 3 camere decomandat , Iasi – Frumoasa Str Neptun . | Strada Neptun, Frumoasa, Iasi, Iasi | Numărul de camere | 3 camere | Prețul pe metru pătrat | 67 m² | Etaj | etajul 3 | Vezi descrierea anunțului | Va propunem spre vanzare un apartament spatios si luminos cu 3 camere decomandat , situat intr-o zona apreciata a municipiului Iasi – cartierul Frumoasa.Apartamentul este amplasata la etajul 3 /4 al u... | PROCITY | Agenție imobiliară"
Pacurari - 4 Camere - Etaj Intermediar - Bloc din 1989,165000.0,165 000 €,https://www.storia.ro/ro/oferta/pacurari-4-camere-etaj-intermediar-bloc-din-1989-IDGsUO,"Apartament cu 4 camere decomandat situat in zona Pacurari.
Punct de reper: Kaufland
Blocul a fost construit in 1989 pe cadre de beton.
Suprafata: 90 mp
Etaj: 5 8
Imbunatatiri: 
- centrala termica
- tamplarie PVC
- usa metalica
- aer conditionat
- parchet gresie faianta
Principalul avantaj al acestui apartament este pozitia, fiind in apropiere de urmatoarele puncte de interes:
Gara - 20 min
Posta Pacurari - 5 min
Moara de Foc - 10 min
Universitatea Al. Ioan Cuza - 20 min
Se vinde mobilat si utilat complet
Se poate achizitiona atat la plata cash cat si prin credit
Pret: 165.000 Euro
Pentru mai multe detalii sunati la numarul: 0751 327 424 - Marius Hlihor","Adăugat astăzi | ... | ... | ... | ... | ... | ... | 1 | / | 9 | 165 000 € | 1833 €/m² | Pacurari - 4 Camere - Etaj Intermediar - Bloc din 1989 | Pacurari, Iasi, Iasi | Numărul de camere | 4 camere | Prețul pe metru pătrat | 90 m² | Etaj | etajul 5 | Vezi descrierea anunțului | Apartament cu 4 camere decomandat situat in zona Pacurari.Punct de reper: KauflandBlocul a fost construit in 1989 pe cadre de beton.Suprafata: 90 mpEtaj: 5 8Imbunatatiri: - centrala termica- tamplarie... | IDEAL HOME | Agenție imobiliară"
Apartament 2 camere Copou - 43 m2,79000.0,79 000 €,https://www.storia.ro/ro/oferta/apartament-2-camere-copou-43-m2-IDEqrG,"Blitz va propune spre achizitie un apartament cu doua camere in Copou, zona Sarariei si USAMV, rond Agronomie
Apartamentul este decomandat, la demisol (demisol inalt in bloc cu 8 apartamente).
Blocul a fost construit 2012 iar apartamentul a fost amenajat in 2024.
Suprafata  42,65 mp utili.
Compartimentarea: doua dormitoare de 11,55 mp respectiv 10,85 mp, un hol de 6,85 mp, bucatarie inchisa 5.53 mp, baie cu cada si geam 5,73 mp + un spatiu depozitare de 2,21 mp.

Apartamentul este intr-un demisol inalt cu geamuri mari si luminate, geamurile dau in gradinita ingradita a blocului, existand intimitate totala, nefiind gradinita circulata sau parcare.

Mobilier, electronice si electrocasnice : Se vinde cu tot mobilierul din poze, Centrala Termica in garantie montata in Ianuarie 2024, televizor, cuptor electric, plita gaz, hota, microunde, masina de spalat.

Zona este foarte linistita, blocul este situat intre case.

Cod ofertă / ID BLITZ: P149864","... | ... | ... | ... | ... | ... | ... | ... | 1 | / | 11 | 79 000 € | 1853 €/m² | Apartament 2 camere Copou - 43 m2 | Copou, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 42.64 m² | Etaj | demisol | Vezi descrierea anunțului | Blitz va propune spre achizitie un apartament cu doua camere in Copou, zona Sarariei si USAMV, rond AgronomieApartamentul este decomandat, la demisol (demisol inalt in bloc cu 8 apartamente).Blocul a ... | Reactualizat | BLITZ | Agenție imobiliară"
Apartament 3 camere  - Palas Lazar Residence,210000.0,210 000 €,https://www.storia.ro/ro/oferta/apartament-3-camere-palas-lazar-residence-IDEvVv,"BLITZ va propune spre cumparare un apartament cu 3 camere,  compus din: 1 living, 1 bucatarie open space, 1 baie si 2 dormitoare plus o terasa.
Metri utili apartament 59 + terasa 12 m2.

Apartamentul este situat la etajul 3 intru bloc de 11 etaje si este izolat atat interior,cat si exterior.

Mobilierul si finisajele sunt de inalta calitate, doar acestea au costat peste 40.000 de euro.

Este situat Ultracentral la doar 2 minute de Pallas Mall,fiind ideal atat pentru locuinta proprie cat si pentru investitie. 
In contractul de cesiune este inclusa si parcarea subterana.

Va asteptam la vizionare!

Cod ofertă / ID BLITZ: P150570","... | ... | ... | ... | ... | ... | ... | ... | ... | ... | ... | 1 | / | 14 | 210 000 € | 2958 €/m² | Apartament 3 camere  - Palas Lazar Residence | Tudor Vladimirescu, Iasi, Iasi | Numărul de camere | 3 camere | Prețul pe metru pătrat | 71 m² | Etaj | etajul 3 | Vezi descrierea anunțului | BLITZ va propune spre cumparare un apartament cu 3 camere,  compus din: 1 living, 1 bucatarie open space, 1 baie si 2 dormitoare plus o terasa.Metri utili apartament 59 + terasa 12 m2.Apartamentul est... | Reactualizat | BLITZ | Agenție imobiliară"
Apartament 2 camere Evergreen Towers I Comision 0%,129000.0,129 000 €,https://www.storia.ro/ro/oferta/apartament-2-camere-evergreen-towers-i-comision-0-IDGsTB,"Apartament disponibil pentru vânzare în Evergreen Towers, Iași, proiect rezidențial modern.


Puncte forte:


Orientare sud-vest – lumină naturală din plin și panoramă deschisă

Compartimentare practică: living generos, dormitor, bucătărie închisă, baie, balcon cu acces dublu

Ideal pentru locuință proprie sau investiție


Localizare:


Conectare rapidă către Iulius Mall Iași și principalele zone comerciale

Supermarketuri în imediata apropiere: Lidl și Kaufland

Acces facil către Aeroportul Internațional Iași – ideal pentru deplasări frecvente

Poziționare practică, cu legături rapide către punctele de interes din oraș.


Beneficii ale complexului:


Acces controlat și supraveghere permanentă

Zone verzi amenajate și spațiu dedicat copiilor

Magazin în incintă și conexiuni rapide către principalele artere ale orașului

Proprietatea este disponibila pentru mutare imediată. 


Pentru detalii suplimentare, vă stau cu drag la dispoziție!","Adăugat astăzi | ... | ... | ... | ... | 1 | / | 7 | 129 000 € | 2579 €/m² | Apartament 2 camere Evergreen Towers I Comision 0% | Strada Aurel Vlaicu, Aviatiei, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 50.01 m² | Etaj | etajul 10+ | Vezi descrierea anunțului | Apartament disponibil pentru vânzare în Evergreen Towers, Iași, proiect rezidențial modern.


Puncte forte:

Orientare sud-vest – lumină naturală din plin și panoramă deschisă
Compartimentare pr... | REMAX RELAX | Agenție imobiliară"
Ap 3 camere | 60mp | et. intermediar | Zona Podu Roș - 123.000E,123000.0,123 000 €,https://www.storia.ro/ro/oferta/ap-3-camere-60mp-et-intermediar-zona-podu-ro-123-000e-IDGsTs,"Locuință ideală pentru familie sau investiție, aproape de tot ce contează!


Vă propunem spre vânzare un apartament primitor cu 3 camere, situat la etajul 2 din 4, într-o zonă liniștită, cu acces facil către principalele puncte de interes ale orașului. Poziționarea este excelentă, dar ferit de agitația traficului intens.


La doar 10 minute de mers pe jos de Palas Mall și Iulius Mall Iasi, proprietatea oferă acces rapid la zone comerciale, restaurante și birouri.


Detalii proprietate:


Suprafață: 60 mp

Compartimentare practică și eficientă

Etaj 2 din 4 – poziție ideală

Centrală termică proprie

Baie cu geam – lumină naturală și ventilație


Locuri de parcare la liber, în spatele blocului


Apartamentul se vinde complet mobilat și utilat, exact ca în fotografii.

Prețul pentru varianta nemobilată se poate discuta la vizionare.


Avantaje zonă:

 10 minute pietonal până la Palas Mall și Iulius Mall

 Aproape de mijloacele de transport în comun

 La câteva minute de Piața Nicolina

 În proximitatea Scoala Gimnaziala Otilia Cazimir

 Aproape de Colegiul National Emil Racovita


Blocul este construit în 1962, cu pereți din beton foarte rezistent, fără risc seismic, oferind siguranță și stabilitate.

Plata se poate realiza atât cash, cât și prin credit imobiliar.


 Contactează-mă pentru detalii suplimentare și programarea unei vizionări!","Adăugat astăzi | ... | ... | ... | ... | ... | ... | ... | ... | 1 | / | 11 | 123 000 € | 2050 €/m² | Ap 3 camere | 60mp | et. intermediar | Zona Podu Roș - 123.000E | Tesatura, Iasi, Iasi | Numărul de camere | 3 camere | Prețul pe metru pătrat | 60 m² | Etaj | etajul 2 | Vezi descrierea anunțului | Locuință ideală pentru familie sau investiție, aproape de tot ce contează!

Vă propunem spre vânzare un apartament primitor cu 3 camere, situat la etajul 2 din 4, într-o zonă liniștită, cu acces fac... | Stil Imobil | Agenție imobiliară"
"Ap 2 camere decomandate, Dacia, 54 mp",88800.0,88 800 €,https://www.storia.ro/ro/oferta/ap-2-camere-decomandate-dacia-54-mp-IDGsSl,"Apartament cu 2 camere decomandate situat la etajul 8 din 10( cu lift nou) intr un bloc turn in cartierul  Dacia, locatie excelenta!!

 Zonă premium, lângă Școala  Alexandru Vlahuță sau la 5 minute de Scoala George Calinescu – ideal pentru familii cu copii
    -Gradinita in apropiere
 Parc de joacă chiar lângă bloc
 Magazine, farmacii, supermarketuri la câțiva pași
 Stație de tramvai și autobuz la doar 2 minute de mers pe jos

 Detalii apartament:

2 camere decomandate – compartimentare practică și confortabilă
Hol generos
Balcon perfect pentru relaxare
Centrală termică proprie 
Poziționat pe mijloc – foarte călduros și eficient energetic

 Apartamentul este liber, cu actele la zi
 Se poate achiziționa atât cash, cât și prin credit ipotecar

Este alegerea ideală atât pentru locuit, cât și pentru investiție!

 Programează o vizionare și lasă-te convins de potențialul acestui apartament!
Cu stima, 
Irina!","Adăugat astăzi | ... | ... | ... | ... | ... | ... | ... | ... | 1 | / | 11 | 88 800 € | 1776 €/m² | Ap 2 camere decomandate, Dacia, 54 mp | Dacia, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 50 m² | Etaj | etajul 8 | Vezi descrierea anunțului | Apartament cu 2 camere decomandate situat la etajul 8 din 10( cu lift nou) intr un bloc turn in cartierul  Dacia, locatie excelenta!! Zonă premium, lângă Școala  Alexandru Vlahuță sau la 5 minute de S... | IRIS IMOBILIARE | Agenție imobiliară"
"Apartament 3 camere decomandat, complex rezidential, Copou, Iasi",167200.0,167 200 €,https://www.storia.ro/ro/oferta/apartament-3-camere-decomandat-complex-rezidential-copou-iasi-IDvT9v,"Proiectat pentru iubitorii de natură și persoane dinamice, cu posibilități ample de personalizare a spațiului, ansamblul rezidențial ROYAL TOWN îți oferă un mediu care reflectă personalitatea și stilul tău de viață.

Pentru că știm că îți dorești calitate și confort, am optat pentru:
- Centrală termică în condensare marca Ariston cu operare digitală de pe telefonul mobil
- Tâmplărie exterioară PVC Qfort 82 cm , 7 camere profil, cu 3 foi de sticlă cu posibilitatea alegerii nuanței pe interior
- Uși interioare din lemn cu toc reglabil disponibile în 3 nuanțe diferite
- Parchet 10 mm conceput special pentru încălzirea în pardoseală
- Încălzire în pardoseală , kit complet REHAU
- Obiecte sanitare încastrate și suspendate VILLEROY & BOCH, robineți GROHE
- Pardoseli placate cu marmură
- Întrerupătoare digitale și videointerfon
- Pregătire instalație și aparat de aer condiționat inclus
- Glafuri marmură interior/exterior
- Înălțimea camerelor de 2,75 m
- Balcoane generoase tip terasă cu balustrade arhitecturale din fier forjat combinate cu sticlă securizată

Dacă te întrebi cum îți poți petrece timpul în cadrul complexului tu și familia ta, atunci e perfect, pentru că ne-am gandit și la asta. Astfel, în Royal Town poți avea acces la:
- grădiniță
- supermarket
- spatii verzi amenajate de peisagiști profesioniști
- locuri de joacă pentru copii
- terenuri de sport

Clasa energetică : A
Consumul total de energie primară: 122,24
Indicele de emisii echivalent CO2: 26,12
Consumul total specific de energie din surse regenerabile : 0

*PRETUL NU INCLUDE TVA

Te invităm la o vizionare pentru a vă face o idee mai clara asupra ansamblului, apartamentului dar și a facilităților prezente în interiorul complexului!","... | ... | ... | ... | ... | ... | ... | 1 | / | 10 | 167 200 € | 2721 €/m² | Apartament 3 camere decomandat, complex rezidential, Copou, Iasi | Agronomie, Iasi, Iasi | Numărul de camere | 3 camere | Prețul pe metru pătrat | 61.45 m² | Etaj | parter | Vezi descrierea anunțului | Proiectat pentru iubitorii de natură și persoane dinamice, cu posibilități ample de personalizare a spațiului, ansamblul rezidențial ROYAL TOWN îți oferă un mediu care reflectă personalitatea și stilu... | Reactualizat | Dezvoltator Royal Town | Agenție imobiliară"
"2 camere decomandat, Direct Dezvoltator- Royal Town Copou Iasi",130090.0,130 090 €,https://www.storia.ro/ro/oferta/2-camere-decomandat-direct-dezvoltator-royal-town-copou-iasi-IDG2q4,"Ești în căutarea unei locuințe finalizate, în cea mai frumoasă zonă a Copoului?

Îți propunem un apartament cu un termen de finalizare în Septembrie 2026 cu 2 camere, decomandat, la etajul 8 cu suprafața totală de 68.5 mp.
Apartamentul se predă nemobilat, la cheie cu următoarele finisaje:
- Centrală termică în condensare marca Ariston cu operare digitală de pe telefonul mobil
- Tâmplărie exterioară PVC Premium 82 mm , 7 camere profil, cu 3 foi de sticlă
- Uși interioare din lemn cu toc reglabil
- Parchet 10 mm conceput special pentru încălzirea în pardoseală
- Încălzire în pardoseală , kit complet REHAU
- Obiecte sanitare încastrate și suspendate VILLEROY & BOCH, robineți GROHE
- Pardoseli placate cu marmură
- Întrerupătoare digitale și videointerfon
- Pregătire instalație și aparat de aer condiționat inclus
- Glafuri marmură interior/exterior
- Înălțimea camerelor de 2,75 m
Știm cu toții că timpul este cea mai importantă resursă, iar noi îți respectăm timpul aducându-ți următoarele beneficii:

- supermarket
- farmacie
- terenuri și sală de sport
- spații de joacă pentru copii
- parcări biciclete
- parcări subterane și supraterane
- cabinete medicale
- spații verzi amenajate de peisagiști profesioniști
- piste pentru biciclete în jurul complexului
- stație mijloc de transport în comun exact în fața complexului

Clasa energetică : A
Consumul total de energie primară: 122,24
Indicele de emisii echivalent CO2: 26,12
Consumul total specific de energie din surse regenerabile : 0
*prețul nu include TVA și parcarea . Parcarea se achiziționează cu prețul de 10.000 euro + TVA.","... | ... | ... | ... | ... | ... | ... | ... | ... | ... | ... | ... | ... | ... | ... | ... | ... | 1 | / | 20 | 130 090 € | 1899 €/m² | 2 camere decomandat, Direct Dezvoltator- Royal Town Copou Iasi | Aleea Sadoveanu, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 68.5 m² | Etaj | etajul 8 | Vezi descrierea anunțului | Ești în căutarea unei locuințe finalizate, în cea mai frumoasă zonă a Copoului?Îți propunem un apartament cu un termen de finalizare în Septembrie 2026 cu 2 camere, decomandat, la etajul 8 cu suprafaț... | Reactualizat | Dezvoltator Royal Town | Agenție imobiliară"
Apartament 2 camere Socola - Cotnari,73000.0,73 000 €,https://www.storia.ro/ro/oferta/apartament-2-camere-socola-cotnari-IDGsRY,"Compania imobiliara AFImobiliare va propune spre vanzare un apartament cu 2 camere in zona Socola - Cotnari
Caracteristici:
 Compartimentare: Nedecomandat 
 Suprafata: 50 mp
 Etaj: 4 in bloc cu 4 etaje
 Constructie bloc: 1970
Avantaje:
 Zona linistita si verde, cu acces rapid la mijloace de transport, scoli, gradinite si supermarketuri
 Scara curata si bine intretinuta, cu vecini linistiti si responsabili
 Statie CTP in proximitate.
Detalii:
 Centrala termica
 Se accepta atat plata din surse proprii, cat si prin credite bancare.
Pentru mai multe informatii si pentru a programa o vizionare, va invitam sa ne contactati!
ID Oferta: 1857","Adăugat astăzi | ... | ... | ... | ... | ... | ... | ... | ... | ... | 1 | / | 12 | 73 000 € | 1460 €/m² | Apartament 2 camere Socola - Cotnari | Tesatura, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 50 m² | Etaj | etajul 4 | Vezi descrierea anunțului | Compania imobiliara AFImobiliare va propune spre vanzare un apartament cu 2 camere in zona Socola - CotnariCaracteristici: Compartimentare: Nedecomandat  Suprafata: 50 mp Etaj: 4 in bloc cu 4 etaje Co... | ANDREI FURNICA IMOBILIARE IASI | Agenție imobiliară"
Apartament  2 camere bloc finaliat CUG  - la tramvai  Cod:152241,106500.0,106 500 €,https://www.storia.ro/ro/oferta/apartament-2-camere-bloc-finaliat-cug-la-tramvai-cod152241-IDGsRM,"Apartament 2 camere open space cu suprafata totala de 55.85 mp din care 53.12 mp utili si 2.73 mp balcon tip logie inchis. Se preda la cheie, dotat si amenajat complet, bransat la toate utilitatile, cu CT proprie si AC. Exista posibilitatea de a achizitiona si loc de parcare suprateran la pretul de 6000 euro + TVA sau subteran la pretul de 12000 euro + TVA. Pretul apartamentului este de 106500 euro valabil la plata cash.
 
Locuinta este finalizata, se poate folosi imediat.","Adăugat astăzi | ... | ... | ... | ... | ... | ... | ... | 1 | / | 10 | 106 500 € | 1902 €/m² | Apartament  2 camere bloc finaliat CUG  - la tramvai  Cod:152241 | Soseaua Nicolina, CUG, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 56 m² | Vezi descrierea anunțului | Apartament 2 camere open space cu suprafata totala de 55.85 mp din care 53.12 mp utili si 2.73 mp balcon tip logie inchis. Se preda la cheie, dotat si amenajat complet, bransat la toate utilitatile, c... | Inter Imobiliare | Agenție imobiliară"
Etaj 2 Ap 3 Camere Decomandat 77mp zona Nicolina,127900.0,127 900 €,https://www.storia.ro/ro/oferta/etaj-2-ap-3-camere-decomandat-77mp-zona-nicolina-IDGsRq,"Va propun spre vanzare un apartament cu 3 camere decomandat cu 2 bai suprafata totala 77mp situat la etajul 2 din 4 intr-un bloc construit in 1983. Blocul se afla in planul 2 intr-o zona linistita si foarte aproape de scoli, gradinite, statii de mijloc de transport in comun, cat si supermarketuri.
Pentru mai multe informatii si pentru a programa o vizionare nu ezitati sa ne contactati!","Adăugat astăzi | ... | ... | ... | ... | 1 | / | 7 | 127 900 € | 1661 €/m² | Etaj 2 Ap 3 Camere Decomandat 77mp zona Nicolina | Nicolina 2, Iasi, Iasi | Numărul de camere | 3 camere | Prețul pe metru pătrat | 77 m² | Etaj | etajul 2 | Vezi descrierea anunțului | Va propun spre vanzare un apartament cu 3 camere decomandat cu 2 bai suprafata totala 77mp situat la etajul 2 din 4 intr-un bloc construit in 1983. Blocul se afla in planul 2 intr-o zona linistita si ... | ZDA | Agenție imobiliară"
Copou - Bloc Nou Intabulat - Apartament cu 2 Camere,165500.0,165 500 €,https://www.storia.ro/ro/oferta/copou-bloc-nou-intabulat-apartament-cu-2-camere-IDGsR2,"Apartament cu 2 camere intabulat situat in zona Copou
Punct de reper: Royal Town
Blocul a fost construit in 2020 pe cadre de beton.
Imobilul se vinde impreuna cu un loc de parcare inclus in pret
Suprafata: 62 mp
Etaj: 2 10
Imbunatatiri: 
- centrala termica
- tamplarie PVC
- aer conditionat
- usa metalica
- izolatie exterioara
- parchet gresie faianta
Ideal atat pentru locuit cat si pentru investitie, chiria in cadrul complexului la acest model este intre 550-650 Euro
Principalul avantaj al acestui apartament este pozitia, fiind in apropiere de urmatoarele puncte de interes:
Parcul Copou - 5 min
Gradina Botanica - 10 min
Universitatea de agronomie - 7 min
Universitatea Al. Ioan Cuza - 12 min
Se poate vinde mobilat si utilat
Pret: 165.500 Euro
Pentru mai multe detalii sunati la numarul: 0751 327 424 - Marius Hlihor","Adăugat astăzi | ... | ... | ... | ... | ... | ... | 1 | / | 9 | 165 500 € | 2669 €/m² | Copou - Bloc Nou Intabulat - Apartament cu 2 Camere | Carol I, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 62 m² | Etaj | etajul 2 | Vezi descrierea anunțului | Apartament cu 2 camere intabulat situat in zona CopouPunct de reper: Royal TownBlocul a fost construit in 2020 pe cadre de beton.Imobilul se vinde impreuna cu un loc de parcare inclus in pretSuprafata... | IDEAL HOME | Agenție imobiliară"
"Apartament 2 camere CUG | 59,82 mp | 110.000 Euro",110000.0,110 000 €,https://www.storia.ro/ro/oferta/apartament-2-camere-cug-59-82-mp-110-000-euro-IDGsQA,"Vă propunem spre vânzare un apartament cu 2 camere, decomandat, situat în zona CUG, într-un cartier liniștit, ideal atât pentru locuit, cât și pentru investiție.

 Localizare excelentă – în imediata apropiere de mijloace de transport în comun (tramvai și autobuz), grădiniță, școală și supermarketuri.

 Detalii proprietate:

 Bloc construit în 2015 (regim mic de înălțime – P+2E)

 Suprafață utilă: 52,12 mp

 Suprafață totală: 59,82 mp

2 balcoane închise cu termopan (3,85 mp fiecare)

 Compartimentare decomandată:

Living

Dormitor

Bucătărie separată

Hol

Baie

2 balcoane

 Confort și beneficii:

Situat la parter,  apartament luminos datorită ferestrelor mari

Finisaje moderne

Centrală termică proprie + termostat

Se vinde parțial mobilat sau nemobilat

Posibilitate de preluare chiriași – ideal pentru investiție

 Preț: 110.000 Euro","Adăugat astăzi | ... | ... | ... | ... | ... | 1 | / | 8 | 110 000 € | 2115 €/m² | Apartament 2 camere CUG | 59,82 mp | 110.000 Euro | Nicolina 1, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 52 m² | Etaj | parter | Vezi descrierea anunțului | Vă propunem spre vânzare un apartament cu 2 camere, decomandat, situat în zona CUG, într-un cartier liniștit, ideal atât pentru locuit, cât și pentru investiție.
 Localizare excelentă – în imediata a... | Stil Imobil | Agenție imobiliară"
"Etaj 1, fara risc, 2 camere semidecomandat zona Mircea cel Batran",70000.0,70 000 €,https://www.storia.ro/ro/oferta/etaj-1-fara-risc-2-camere-semidecomandat-zona-mircea-cel-batran-IDGsQo,"Etaj 1, fara risc, 2 camere semidecomandat zona Mircea cel Batran
Va propunem spre vanzare un apartament cu 2 camere modelul semidecomandat, pe mijloc, cu suprafata de 42mp, din in zona Mircea cel Batran, situat la etajul 1 din 4, intr-un bloc fara risc seismic construit in anul 1975!
Apartamentul necesita renovare totala.
Acte in regula
Se poate semna imediat, se accepta si credit.
Imobilul este situat intr-o zona linistita si cu acces facil la mijloacele de transport in comun, in vecinatatea centrelor comerciale, farmaciilor, scolilor si al oricarui punct de interes.
Pret: 70 000 Euro
Pentru mai multe detalii va rog sunati la nr. de tel. : 0740 588 876","Adăugat astăzi | ... | 1 | / | 2 | 70 000 € | 1667 €/m² | Etaj 1, fara risc, 2 camere semidecomandat zona Mircea cel Batran | Mircea cel Batran, Iasi, Iasi | Numărul de camere | 2 camere | Prețul pe metru pătrat | 42 m² | Etaj | etajul 1 | Vezi descrierea anunțului | Etaj 1, fara risc, 2 camere semidecomandat zona Mircea cel BatranVa propunem spre vanzare un apartament cu 2 camere modelul semidecomandat, pe mijloc, cu suprafata de 42mp, din in zona Mircea cel Batr... | Top Imobil | Agenție imobiliară"
